"artist","album","song","popularity","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre"
"Los Abuelos De La Nada","Rock x siempre","Lunes Por La Madrugada",0,194693,0.613,0.655,-9.229,0.0288,0.0206,1.16e-06,0.224,0.557,138.854,"alternative"
"Tex Tex","Lo Mejor de Tex Tex","Un Toque Mágico",50,254275,0.688,0.682,-6.345,0.0709,0.101,0,0.297,0.506,131.848,"alternative"
"Las Pastillas del Abuelo","Triste Hora","Rompecabezas De Amor... - Live In Buenos Aires / 2016",0,305813,0.508,0.688,-5.879,0.0319,0.33,1.29e-05,0.896,0.334,76.122,"alternative"
"Bersuit Vergarabat","Triste Hora","Un Pacto - Live In Buenos Aires / 2001",0,295160,0.364,0.549,-7.18,0.0328,0.425,3.81e-06,0.961,0.208,73.397,"alternative"
"Las Pastillas del Abuelo","Triste Hora","Tantas Escaleras - Live In Buenos Aires / 2016",0,273533,0.433,0.827,-5.992,0.0312,0.00932,0.492,0.737,0.549,150.942,"alternative"
"Tinashe;ScHoolboy Q","Aquarius","2 On (feat. ScHoolboy Q)",72,227000,0.742,0.595,-7.51,0.107,0.15,0,0.111,0.431,101.013,"alternative"
"Pharoahe Monch","Simon Says","Simon Says",64,173159,0.664,0.916,-3.888,0.473,0.17,1.67e-05,0.164,0.559,93.134,"alternative"
"Moliy;Moonchild Sanelly","Honey Doom","Hard",5,195000,0.746,0.659,-9.219,0.045,0.765,0.00104,0.11,0.859,159.955,"alternative"
"Moliy;Juls","Honey Doom","Together",7,114672,0.969,0.344,-11.164,0.12,0.726,0.000514,0.261,0.923,126.975,"alternative"
"Moliy","Honey Doom","Body on fire",7,171764,0.497,0.609,-8.684,0.06,0.149,0.0128,0.205,0.731,139.39,"alternative"
"Moliy","Honey Doom","Freak",6,146400,0.838,0.403,-7.958,0.06,0.0715,4.17e-05,0.0476,0.611,100.022,"alternative"
"Moliy;Mellissa;Dj Radix","Honey Doom","Human",5,200470,0.534,0.452,-6.934,0.0691,0.56,3.53e-06,0.128,0.511,113.232,"alternative"
"Moliy","Honey Doom","Banana",5,174734,0.833,0.385,-8.679,0.13,0.325,0.434,0.122,0.485,93.984,"alternative"
"Moliy;P.Priime","Honey Doom","Prisoner",7,169354,0.581,0.52,-8.177,0.183,0.209,0.148,0.159,0.603,186.504,"alternative"
"The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","Scary Love",69,222666,0.595,0.636,-5.981,0.0312,9.45e-05,0.0529,0.196,0.147,112.008,"alternative"
"Crazy Town","The Gift Of Game","Butterfly",73,216733,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502,"alternative"
"Jesse","&","Bloom Later",66,160306,0.513,0.318,-10.451,0.0314,0.796,0,0.177,0.249,81.923,"alternative"
"Empire of the Sun","Ice On The Dune","Alive",65,204546,0.524,0.882,-3.038,0.0367,0.108,1.1e-06,0.071,0.399,119.94,"alternative"
"Oh No","The Music of Grand Theft Auto V, Vol. 1: Original Music","Welcome To Los Santos",52,154280,0.686,0.433,-8.9,0.0339,0.239,0.18,0.0898,0.389,88.981,"alternative"
"Young the Giant","Mind Over Matter","Mind Over Matter",71,244693,0.466,0.763,-4.448,0.0318,0.000501,0,0.0973,0.293,154.914,"alternative"
"Hinder","Extreme Behavior","Lips Of An Angel",73,261853,0.476,0.736,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,"alternative"
"Moliy","Honey Doom","Love Doc",5,169565,0.66,0.675,-7.128,0.2,0.189,2.17e-06,0.133,0.367,92.285,"alternative"
"Linkin Park;Pusha T;Stormzy","One More Light","Good Goodbye (feat. Pusha T and Stormzy)",63,211413,0.697,0.84,-4.602,0.054,0.106,0,0.748,0.452,128.034,"alternative"
"Avenged Sevenfold","City of Evil","Seize the Day",41,334066,0.393,0.802,-4.499,0.0367,0.0168,0,0.193,0.338,140.101,"alternative"
"The Score","Victorious","Victorious",53,196616,0.509,0.715,-6.328,0.0419,0.0303,4.31e-06,0.468,0.277,159.872,"alternative"
"Moliy;Moonchild Sanelly","Hard","Hard",34,195000,0.746,0.659,-9.219,0.045,0.765,0.00104,0.11,0.859,159.955,"alternative"
"Sevyn Streeter","Furious 7: Original Motion Picture Soundtrack","How Bad Do You Want It (Oh Yeah)",38,224738,0.519,0.87,-2.599,0.0901,0.0151,0.00184,0.493,0.53,139.841,"alternative"
"Ruel","Free Time","Hard Sometimes",65,269493,0.407,0.317,-7.895,0.0429,0.845,2.66e-06,0.139,0.216,81.899,"alternative"
"Soundgarden","Superunknown (Deluxe Edition)","Black Hole Sun",77,318586,0.35,0.828,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,"alternative"
"MARINA","The Family Jewels","Oh No!",72,182586,0.77,0.896,-3.971,0.039,0.0539,0,0.243,0.964,126.999,"alternative"
"Watt White","Eye Of The Storm","Eye Of The Storm",65,199008,0.534,0.942,-4.15,0.0677,0.0121,0,0.141,0.629,95.126,"alternative"
"R.E.M.","Automatic For The People","Everybody Hurts",75,320266,0.467,0.324,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,"alternative"
"Audioslave","Out of Exile","Be Yourself",72,278973,0.423,0.845,-3.509,0.0559,0.143,5.07e-06,0.213,0.317,116.602,"alternative"
"Nirvana","Nirvana","About A Girl",74,166640,0.409,0.932,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,"alternative"
"Bishop Briggs","Church Of Scars","White Flag",61,230586,0.524,0.805,-4.08,0.065,0.062,0,0.209,0.354,152.044,"alternative"
"BJ The Chicago Kid","Autumn Girl","Turnin' Me Up",0,269240,0.731,0.79,-4.214,0.0793,0.0429,0.186,0.0562,0.879,78.506,"alternative"
"Baby Queen","The Yearbook","Dover Beach",62,218053,0.581,0.832,-5.48,0.0514,0.0753,0,0.0773,0.678,99.908,"alternative"
"Tierra Whack","Best R&B Tunes","Link",0,129505,0.86,0.547,-10.638,0.0786,0.231,1.02e-06,0.146,0.467,150.074,"alternative"
"Kari Jobe","Sad Covers 2022","In The Name Of Love - Recorded At Spotify Studios NYC",2,205738,0.675,0.375,-8.985,0.0452,0.542,2.5e-06,0.0951,0.187,134.023,"alternative"
"Los Piojos","3er Arco","Muévelo",49,261133,0.616,0.838,-5.274,0.0423,0.0776,2.95e-05,0.365,0.926,139.602,"alternative"
"Kari Jobe","Sad Love Songs 2022","In The Name Of Love - Recorded At Spotify Studios NYC",2,205738,0.675,0.375,-8.985,0.0452,0.542,2.5e-06,0.0951,0.187,134.023,"alternative"
"SuenaTron","Santa Borrachera","Santa Borrachera",47,177777,0.735,0.585,-6.197,0.0416,0.279,0,0.107,0.923,80.995,"alternative"
"Jeremy Camp","Santa's Christmas List","Let It Snow",0,130386,0.598,0.705,-6.621,0.0461,0.0923,0,0.254,0.943,149.999,"alternative"
"Catupecu Machu","Cuentos Decapitados","Eso Vive",49,181560,0.671,0.961,-2.564,0.0732,0.00558,1.31e-05,0.0306,0.922,104.054,"alternative"
"Jeremy Camp","Santa's Christmas List","Jingle Bell Rock",0,129160,0.465,0.932,-4.332,0.0819,0.00229,0,0.177,0.493,139.854,"alternative"
"Los Rodriguez","Música para casa","A Los Ojos",0,236960,0.514,0.886,-5.67,0.033,0.143,2.09e-06,0.0958,0.831,138.635,"alternative"
"The Shins","Home For Christmas 2022","Wonderful Christmastime",0,146520,0.634,0.689,-5.406,0.0307,0.0109,0,0.114,0.899,140.071,"alternative"
"The Shins","Home At Christmas","Wonderful Christmastime",0,146520,0.634,0.689,-5.406,0.0307,0.0109,0,0.114,0.899,140.071,"alternative"
"The Shins","Alternative Christmas 2022","Wonderful Christmastime",0,146520,0.634,0.689,-5.406,0.0307,0.0109,0,0.114,0.899,140.071,"alternative"
"Los Rodriguez","Música para casa","Dispara",0,159520,0.581,0.92,-5.535,0.0321,0.0659,7.4e-06,0.0964,0.822,102.033,"alternative"
"The Adams","Agterplaas","Pelantur",48,256333,0.487,0.943,-7.665,0.0626,0.000549,0.104,0.324,0.457,144.944,"alternative"
"Los Rodriguez","Música para casa","Senorita",0,178346,0.556,0.901,-7.289,0.0311,0.261,0.000267,0.105,0.932,129.888,"alternative"
"Los Rodriguez","Música para casa","100 Pajaros Volando",0,261600,0.313,0.663,-7.716,0.0302,0.0392,0,0.171,0.398,162.577,"alternative"
"Los Rodriguez","Música para casa","Mi Enfermedad",0,209053,0.489,0.96,-5.424,0.0386,0.0913,0.000732,0.146,0.894,133.21,"alternative"
"The Shins","Christmas Eve At Home","Wonderful Christmastime",0,146520,0.634,0.689,-5.406,0.0307,0.0109,0,0.114,0.899,140.071,"alternative"
"Saint Motel","My Type EP","My Type",70,204811,0.595,0.896,-2.951,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,"alternative"
"The Neighbourhood","Wiped Out!","Baby Came Home 2 / Valentines",71,390493,0.21,0.499,-9.754,0.0485,0.0687,0.00315,0.773,0.108,74.094,"alternative"
"MGMT","Oracular Spectacular","Electric Feel",77,229640,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,"alternative"
"Los Retros","Someone To Spend Time With","Someone To Spend Time With",73,173953,0.816,0.46,-13.299,0.034,0.0488,0.261,0.106,0.963,89.57,"alternative"
"Linkin Park","A Thousand Suns","The Catalyst",36,339853,0.56,0.925,-5.48,0.0362,0.0372,0,0.104,0.178,135.009,"alternative"
"Ruel","Dazed & Confused","Dazed & Confused",67,189608,0.688,0.5,-7.411,0.138,0.102,0,0.355,0.418,127.906,"alternative"
"RAC;Louis The Child","BOY","Passion",67,132746,0.777,0.721,-6.951,0.071,0.476,0.0512,0.27,0.88,106.956,"alternative"
"Bad Wolves","Zombie","Zombie",69,254805,0.448,0.826,-3.244,0.0319,0.00756,0,0.117,0.19,77.093,"alternative"
"Phosphorescent","Muchacho","Song for Zula",62,370200,0.486,0.623,-8.264,0.0358,0.734,0.536,0.0509,0.525,86.007,"alternative"
"The Strokes","The New Abnormal","Selfless",71,222093,0.538,0.679,-4.297,0.0333,0.191,0.00175,0.0889,0.0888,121.99,"alternative"
"The 1975","A Brief Inquiry Into Online Relationships","Love It If We Made It",69,252925,0.472,0.745,-5.297,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,"alternative"
"Disturbed","The Sickness (20th Anniversary Edition)","Down with the Sickness",42,278706,0.65,0.897,-2.704,0.0556,0.000315,1.19e-05,0.102,0.927,90.008,"alternative"
"Lauren Daigle","How Can It Be","Trust in You",66,211600,0.413,0.636,-5.651,0.0407,0.0186,0,0.106,0.203,176.048,"alternative"
"Goodnight Fellows","Hopeless Romance","Hopeless Romance",36,211070,0.643,0.349,-10.85,0.0406,0.0329,0,0.0669,0.798,171.993,"alternative"
"GAYLE;The Wild","abc (The Wild Remix)","abc (The Wild Remix)",67,182903,0.693,0.874,-3.923,0.0693,0.034,8.33e-06,0.289,0.647,123.979,"alternative"
"Linkin Park","LIVING THINGS","POWERLESS",60,224466,0.508,0.88,-6.441,0.0448,0.0621,9.43e-05,0.15,0.337,140.065,"alternative"
"Ruel","YOU AGAINST YOURSELF","YOU AGAINST YOURSELF",66,146096,0.468,0.845,-5.554,0.0723,0.0353,0,0.189,0.629,178.197,"alternative"
"Red Hot Chili Peppers","Stadium Arcadium","Dani California",78,282160,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,"alternative"
"MISSIO","Loner","Twisted",66,222706,0.577,0.789,-4.661,0.0427,0.00532,0.0105,0.214,0.149,97.52,"alternative"
"Nickelback","All the Right Reasons (Walmart Exclusive Edition)","Rockstar",70,252040,0.616,0.91,-3.004,0.0386,0.0459,0,0.343,0.693,144.072,"alternative"
"MARINA","Electra Heart (Deluxe)","How to Be a Heartbreaker",71,221493,0.69,0.897,-4.696,0.0506,0.0142,0,0.108,0.849,140.05,"alternative"
"Slipknot","Vol. 3: The Subliminal Verses","Before I Forget",77,278600,0.291,0.974,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724,"alternative"
"Slipknot","We Are Not Your Kind","Unsainted",74,260773,0.427,0.946,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305,"alternative"
"Phil Wickham","The Ascension","This Is Amazing Grace",65,279786,0.512,0.814,-5.467,0.0327,0.00419,0,0.0991,0.277,97.996,"alternative"
"Ravyn Lenae;Doechii","The Look - R&B Feels","Xtasy - Remix",0,270497,0.663,0.794,-7.793,0.0886,0.231,0.000693,0.0861,0.74,107.084,"alternative"
"Ravyn Lenae;Doechii","Evergreen","Xtasy - Remix",1,270497,0.663,0.794,-7.793,0.0886,0.231,0.000693,0.0861,0.74,107.084,"alternative"
"Ravyn Lenae","All Bops","Sticky",0,196754,0.713,0.846,-6.712,0.0537,0.0339,0.000381,0.106,0.572,120.021,"alternative"
"Ravyn Lenae","The Look - R&B Feels","Venom",0,209186,0.684,0.583,-5.058,0.0333,0.00348,0.398,0.114,0.716,135.011,"alternative"
"Zayde Wølf","Modern Alchemy","Gladiator",61,188333,0.54,0.78,-5.872,0.0418,0.0263,7.12e-06,0.35,0.514,144.011,"alternative"
"Mon Laferte","Norma","Quédate Esta Noche",46,230973,0.383,0.601,-6.588,0.0352,0.512,0,0.337,0.352,169.595,"alternative"
"Atreyu","Release Your ANGER","Anger Left Behind",0,203547,0.418,0.987,-3.331,0.209,0.0585,0.000144,0.0855,0.25,155.05,"alternative"
"Matt Redman","Sing Like Never Before: The Essential Collection","The Heart Of Worship",58,318120,0.507,0.28,-10.284,0.0282,0.775,0.000264,0.122,0.233,139.791,"alternative"
"Callejeros","Presión","Presión",47,238346,0.414,0.938,-4.592,0.0684,0.0602,1.18e-06,0.11,0.643,99.014,"alternative"
"Los Tipitos","El Club De Los Martes","Se te nota",48,239360,0.589,0.677,-8.452,0.0242,0.00242,0.000222,0.241,0.702,134.962,"alternative"
"O Rappa","O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo]","Rodo cotidiano - Ao vivo",48,207197,0.483,0.896,-5.206,0.0887,0.186,0.00019,0.965,0.392,128.21,"alternative"
"Guasones","Toro Rojo","100 Años",48,241946,0.542,0.812,-5.374,0.0285,0.0292,0.00859,0.426,0.455,138.965,"alternative"
"Divididos","Amapola del 66","La Flor Azul",49,160533,0.463,0.677,-10.254,0.0872,0.593,9.24e-06,0.302,0.754,89.581,"alternative"
"Os Paralamas Do Sucesso;Pitty","Multishow Ao Vivo Paralamas Brasil Afora (Ao Vivo / Deluxe)","Tendo A Lua - Ao Vivo",48,188853,0.688,0.601,-9.324,0.0442,0.0905,0.000513,0.952,0.643,81.128,"alternative"
"Las Pastillas del Abuelo","Las Pastillas del Abuelo","Candombe de Resacas",48,329640,0.694,0.706,-6.151,0.0516,0.173,0,0.0829,0.537,96.759,"alternative"
"Fountains Of Wayne","Emo Christmas 2022","I Want An Alien For Christmas",0,141586,0.479,0.802,-9.03,0.0512,0.0117,0,0.333,0.625,148.658,"alternative"
"Atreyu","Release Your ANGER","Super Hero",0,385012,0.433,0.914,-3.894,0.0589,0.00394,0.000104,0.0896,0.158,144.007,"alternative"
"Las Pastillas del Abuelo","Desafíos","Hasta Acá Nos Ayudó Dios!",48,378386,0.622,0.65,-4.996,0.0456,0.114,0,0.317,0.638,148.004,"alternative"
"Fountains Of Wayne","Alternative Christmas 2022","I Want An Alien For Christmas",0,141586,0.479,0.802,-9.03,0.0512,0.0117,0,0.333,0.625,148.658,"alternative"
"Fountains Of Wayne","Christmas Rock 2022","The Man In The Santa Suit",0,160346,0.622,0.72,-6.578,0.0255,0.0525,0,0.109,0.948,133.922,"alternative"
"Fountains Of Wayne","Rock n Roll Christmas","The Man In The Santa Suit",0,160346,0.622,0.72,-6.578,0.0255,0.0525,0,0.109,0.948,133.922,"alternative"
"Sumo","Llegando Los Monos","El Ojo Blindado",50,134173,0.192,0.894,-7.136,0.0421,3.42e-06,0.0028,0.025,0.67,194.458,"alternative"
"Los Caligaris","Circología","Aunque No Quiero",48,215626,0.605,0.79,-5.675,0.0348,0.0229,0,0.0955,0.644,141.819,"alternative"
"Enjambre","Proaño","Nueve",49,211240,0.466,0.832,-5.235,0.047,0.0277,0.627,0.156,0.509,132.054,"alternative"
"Las Pastillas del Abuelo","Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016)","Rompecabezas De Amor... - Live In Buenos Aires / 2016",48,305813,0.537,0.688,-5.879,0.0308,0.33,1.22e-05,0.896,0.337,76.155,"alternative"
"Interpuesto","15 Rolitas de Amor","Quien Te Cantara",48,200053,0.364,0.783,-5.323,0.049,0.00593,0.00456,0.128,0.507,155.016,"alternative"
"Tez Cadey","Seve (Radio Edit)","Seve - Radio Edit",69,210853,0.74,0.831,-7.321,0.0456,0.444,0.00304,0.0769,0.448,121.034,"deep-house"
"Deep Chills;IVIE","Run Free","Run Free",67,170562,0.727,0.69,-4.559,0.0345,0.202,3.27e-06,0.414,0.699,100.002,"deep-house"
"James Hype;Miggy Dela Rosa","Ferrari","Ferrari",90,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"Starley;Ryan Riback","Call on Me (Remixes)","Call on Me (Ryan Riback Remix)",64,222040,0.67,0.839,-4.023,0.036,0.0607,0.000764,0.159,0.726,105.002,"deep-house"
"Robin Schulz;Francesco Yates","Sugar","Sugar (feat. Francesco Yates)",76,219043,0.636,0.815,-5.098,0.0581,0.0185,0,0.163,0.636,123.063,"deep-house"
"Syn Cole","Feel Good","Feel Good",60,181935,0.628,0.883,-3.466,0.0313,0.168,0.696,0.0693,0.331,123.973,"deep-house"
"The Him","Always","Always",61,193103,0.491,0.612,-5.761,0.0796,0.0699,0,0.0946,0.279,173.846,"deep-house"
"HUGEL;Amber Van Day","WTF (feat. Amber Van Day)","WTF (feat. Amber Van Day)",64,160686,0.808,0.737,-4.538,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,"deep-house"
"Tez Cadey","Seve (Slow Version)","Seve - Slow Version",53,333333,0.732,0.501,-10.626,0.0475,0.232,0.191,0.0937,0.334,152.634,"deep-house"
"Deep Chills","All About It","All About It",59,135642,0.741,0.564,-8.777,0.0328,0.307,0,0.171,0.884,108.055,"deep-house"
"Ilkay Sencan;Dynoro","Rockstar","Rockstar",70,212280,0.771,0.826,-3.978,0.0604,0.142,0.03,0.145,0.185,100.012,"deep-house"
"Deep Chills;IVIE","Run Free (8D TikTok Edit)","Run Free - 8D TikTok Edit",52,170800,0.617,0.604,-9.676,0.0323,0.0489,9.94e-05,0.168,0.515,99.961,"deep-house"
"James Hype;Miggy Dela Rosa","Night Drive Autumn/Winter 2022/23","Ferrari",1,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Miggy Dela Rosa","EDM Gaming Music Autumn/Winter 2022","Ferrari",0,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Miggy Dela Rosa","Workout Hits 2023","Ferrari",2,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Miggy Dela Rosa;Lazza","HOT PARTY BACK TO SCHOOL 2022","Ferrari - Remix",4,172000,0.818,0.714,-5.769,0.0643,0.0973,0,0.0936,0.62,124.953,"deep-house"
"James Hype;Miggy Dela Rosa","Electro sounds","Ferrari",0,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Pia Mia","Beats Electro Mood","Good Luck",2,147597,0.701,0.836,-6.093,0.051,0.0721,0,0.248,0.712,125.927,"deep-house"
"James Hype;Miggy Dela Rosa","Fiesta portatil","Ferrari",2,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Miggy Dela Rosa","Beats Electro Mood","Ferrari",0,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Miggy Dela Rosa","Arbeitsmusik Herbst/Winter 2022/2023","Ferrari",0,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;Miggy Dela Rosa","Ballermann Hits Party 2023","Ferrari",0,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype","Electro sounds","Crank",0,178804,0.846,0.906,-5.157,0.0468,0.0227,0.883,0.0703,0.325,126.02,"deep-house"
"James Hype;Miggy Dela Rosa;Lazza","TickTok Back To School 2022","Ferrari - Remix",2,172000,0.818,0.714,-5.769,0.0643,0.0973,0,0.0936,0.62,124.953,"deep-house"
"James Hype;Pia Mia","Electro sounds","Good Luck",0,147597,0.701,0.836,-6.093,0.051,0.0721,0,0.248,0.712,125.927,"deep-house"
"James Hype;Miggy Dela Rosa","Mega Hits Autumn/Fall 2022","Ferrari",1,186661,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,"deep-house"
"James Hype;HARLEE","Beats Electro Mood","Afraid",2,142971,0.744,0.78,-3.631,0.0529,0.101,4.36e-06,0.184,0.762,125.997,"deep-house"
"Robin Schulz;David Guetta","WORKOUT MOTIVATION","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;David Guetta","House Anthems","On Repeat",5,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;David Guetta","Hot Mix Pop","On Repeat",1,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;David Guetta","Brandneu Dance","On Repeat",1,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;Francesco Yates","Comme un lundi","Sugar",3,219043,0.635,0.813,-5.098,0.0578,0.0187,0,0.163,0.641,123.065,"deep-house"
"Robin Schulz;David Guetta","Today's Party Hits","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;David Guetta","Pop Hits Now","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;David Guetta","Upbeat Pop","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Robin Schulz;David Guetta","EDM Hits","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Gorgon City;Hayley May","pov: it's 2021","Never Let Me Down",0,185133,0.706,0.824,-7.036,0.133,0.0547,0.00162,0.0448,0.536,123.965,"deep-house"
"Robin Schulz;David Guetta","From The Ashes - New Beats","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Sonny Fodera;Ella Eyre","Cardio Tracks","Wired",0,202652,0.7,0.764,-4.836,0.0314,0.0247,0,0.162,0.424,125.02,"deep-house"
"Chris Lorenzo;High Jinx","EDM Gaming Music Autumn/Winter 2022","California Dreamin'",0,196899,0.685,0.911,-4.977,0.144,0.00552,0.0247,0.285,0.351,128.02,"deep-house"
"Robin Schulz;Francesco Yates","Summer Music Festival Hits","Sugar",0,219043,0.635,0.813,-5.098,0.0578,0.0187,0,0.163,0.641,123.065,"deep-house"
"D.O.D","Armada Music - ADE 2022","Two Caps",1,183425,0.674,0.958,-4.764,0.0552,0.000951,0.924,0.0515,0.885,126.979,"deep-house"
"James Hype;Kelli-Leigh","Cardio Tracks","More Than Friends",0,140698,0.81,0.884,-4.583,0.0981,0.101,0,0.268,0.446,122.994,"deep-house"
"Sonny Fodera;Ella Eyre","Baddest of Them All","Wired",0,202652,0.7,0.764,-4.836,0.0314,0.0247,0,0.162,0.424,125.02,"deep-house"
"Alle Farben;PollyAnna","Brandneu Dance","Let It Rain Down",2,158704,0.739,0.853,-4.184,0.0629,0.0306,0,0.102,0.344,124.921,"deep-house"
"Gorgon City;Laura Welsh","Halloween & Chill","Here For You",0,233480,0.655,0.678,-6.799,0.0382,0.0248,0.0901,0.116,0.32,121.978,"deep-house"
"Robin Schulz;David Guetta","#Multiverse, If the Multiverse Is Real","On Repeat",0,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Brando;Ninetails","Armada Music - ADE 2022","Saturday Night (Feel The Groove)",0,153925,0.692,0.775,-4.241,0.0617,0.0278,0,0.427,0.634,121.994,"deep-house"
"The Avener;Phoebe Killdeer","10's Music Grandi Successi","Fade Out Lines",0,194493,0.865,0.7,-5.305,0.0318,0.0236,0.0323,0.0948,0.665,119.008,"deep-house"
"The Avener;Phoebe Killdeer","Autumn Vibes 2022","Fade Out Lines - The Avener Rework",0,276000,0.855,0.693,-5.662,0.0308,0.0165,0.0794,0.118,0.687,119.005,"deep-house"
"CamelPhat;Elderbrook","Cola","Cola",72,223869,0.706,0.74,-7.904,0.0325,0.0245,0.512,0.135,0.444,122.007,"deep-house"
"Route 94;Jess Glynne","My Love (feat. Jess Glynne)","My Love (feat. Jess Glynne)",73,259934,0.814,0.622,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,"deep-house"
"Navos","Believe Me","Believe Me",71,188260,0.629,0.876,-5.572,0.0408,0.129,1.39e-06,0.29,0.645,124.999,"deep-house"
"Mahmut Orhan;Colonel Bagshot","ONE","6 Days",57,260559,0.776,0.699,-5.965,0.0333,0.0293,0.195,0.144,0.332,104.998,"deep-house"
"James Hype;Tita Lau","Disconnected","Disconnected",63,194523,0.842,0.811,-6.476,0.109,0.00579,0.176,0.0702,0.594,125.995,"deep-house"
"Ilkan Gunuc;Clara Stegall","SexyBack","SexyBack",56,148800,0.824,0.706,-8.572,0.0488,0.0902,0.123,0.0584,0.434,99.976,"deep-house"
"Robin Schulz;David Guetta","On Repeat","On Repeat",73,190217,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,"deep-house"
"Jan Blomqvist;Elena Pitoulis","More","More",62,216699,0.709,0.528,-11.127,0.0407,0.0458,0.896,0.128,0.113,124.027,"deep-house"
"Ilkay Sencan","Do It","Do It",52,210146,0.795,0.874,-3.502,0.0506,0.0812,0.0906,0.065,0.2,108.001,"deep-house"
"Y.V.E. 48","Let You Know (Summer Edit)","Let You Know - Summer Edit",66,149400,0.623,0.398,-13.815,0.0331,0.381,0.426,0.109,0.0974,99.992,"deep-house"
"Furkan Sert","Hold on to Me","Hold on to Me",59,276350,0.805,0.364,-13.213,0.0583,0.552,0.0112,0.0732,0.311,99.98,"deep-house"
"James Hype","Dancing","Dancing",60,240480,0.74,0.877,-8.357,0.0497,0.372,0.544,0.0886,0.377,125.033,"deep-house"
"Dom Dolla","Take It","Take It",63,234440,0.851,0.742,-6.126,0.0377,0.0259,0.256,0.111,0.236,123.033,"deep-house"
"Cut Off","Escuro","Escuro",48,285913,0.748,0.646,-8.136,0.0652,0.0419,0.438,0.18,0.166,115.01,"deep-house"
"Nora Van Elken;Y.V.E. 48","All Night Long (Y.V.E. 48 Remix)","All Night Long - Y.V.E. 48 Remix",64,157812,0.648,0.573,-9.921,0.0352,0.244,0.746,0.0906,0.0764,112.004,"deep-house"
"HUGEL;Cumbiafrica","Morenita","Morenita",71,176491,0.639,0.769,-5.077,0.0383,0.000701,0.742,0.0553,0.177,123.983,"deep-house"
"Claptone;JAW","No Eyes","No Eyes - Radio Edit",62,204992,0.93,0.483,-9.925,0.0411,0.0289,0.00244,0.103,0.57,120.022,"deep-house"
